10.9,1978,19.02769781
10.95,1979,19.28263552
11,1980,19.10935438
11.05,1981,19.15755219
11.1,1982,19.11817172
11.15,1983,19.24575589
11.2,1984,19.00120286
11.25,1985,19.0322096
11.3,1986,19.08849327
11.35,1987,19.44841751
11.4,1988,19.38833923
11.45,1989,19.27550589
11.5,1990,19.55058418
11.55,1991,19.31900421
11.6,1992,19.13890909
11.65,1993,19.22088215
11.7,1994,19.5186633
11.75,1995,19.48436953
11.8,1996,19.21529209
11.85,1997,19.39640993
11.9,1998,19.99458502
11.95,1999,19.73748232
12,2000,19.54345118
12.05,2001,19.71805303
12.1,2002,19.89751431
12.15,2003,19.6756271
12.2,2004,19.708
12.25,2005,19.65531734
12.3,2006,19.83435185
12.35,2007,19.89807071
12.4,2008,19.65049074
12.45,2009,19.88163468
12.5,2010,19.95451936
12.55,2011,19.58694444
12.6,2012,19.72033922
